SERVICE_ID,DATE,PIPE_ID,MANUFACTURER,LATITUDE,LONGITUDE,MAINTENANCE_DAYS,COST,FAULT,REGION,YEAR,MONTH,GRADE,OD,WALL_THICKNESS,PIPE_LENGTH
6856,2012-05-20,5,M4,28.198751,-99.120930,2,1500,Damaged Coating,sss1a,2012,5,X60,16.000,0.625,23
2993,2011-08-03,5,M2,28.185598,-97.875244,4,4000,Corrosion,sss1a,2011,8,X60,16.000,0.625,23
11437,2013-04-25,5,M2,28.194336,-96.865370,8,8000,Leak,sss1a,2013,4,X60,16.000,0.625,23
26668,2016-05-05,5,M2,28.210820,-96.956330,5,5000,Burst,sss1a,2016,5,X60,16.000,0.625,23
22848,2015-07-25,5,M2,28.189850,-99.019050,5,5000,Damaged Coating,sss1a,2015,7,X60,16.000,0.625,23
12781,2013-07-27,5,M4,28.188137,-97.106550,26,19500,Damaged Coating,sss1a,2013,7,X60,16.000,0.625,23
16087,2014-04-01,5,M4,28.203907,-96.801704,4,3000,Damaged Coating,sss1a,2014,4,X60,16.000,0.625,23
1820,2011-05-19,5,M2,28.212765,-97.809110,30,30000,Joint Failure,sss1a,2011,5,X60,16.000,0.625,23
13788,2013-10-08,5,M2,28.208473,-98.061516,16,16000,Damaged Coating,sss1a,2013,10,X60,16.000,0.625,23
20999,2015-03-17,5,M2,28.194147,-99.447105,16,16000,Leak,sss1a,2015,3,X60,16.000,0.625,23
21138,2015-03-27,5,M2,28.191544,-97.519005,27,27000,Damaged Coating,sss1a,2015,3,X60,16.000,0.625,23
11286,2013-04-15,5,M4,28.204367,-98.553215,10,7500,Burst,sss1a,2013,4,X60,16.000,0.625,23
7582,2012-07-09,5,M4,28.199728,-98.318985,10,7500,Corrosion,sss1a,2012,7,X60,16.000,0.625,23
15322,2014-02-06,5,M2,28.217842,-99.898020,18,18000,Leak,sss1a,2014,2,X60,16.000,0.625,23
26018,2016-03-18,5,M4,28.213850,-98.152245,24,18000,Damaged Coating,sss1a,2016,3,X60,16.000,0.625,23
29863,2016-12-21,5,M4,28.191330,-98.023460,24,18000,Corrosion,sss1a,2016,12,X60,16.000,0.625,23
6666,2012-05-07,5,M2,28.189764,-98.438270,7,7000,Corrosion,sss1a,2012,5,X60,16.000,0.625,23
3097,2011-08-10,5,M4,28.208630,-98.700570,9,6750,Leak,sss1a,2011,8,X60,16.000,0.625,23
17356,2014-06-24,5,M4,28.202774,-98.076150,9,6750,Burst,sss1a,2014,6,X60,16.000,0.625,23
7203,2012-06-15,5,M4,28.218735,-99.534996,8,6000,Leak,sss1a,2012,6,X60,16.000,0.625,23
20996,2015-03-16,5,M4,28.211346,-96.103195,7,5250,Corrosion,sss1a,2015,3,X60,16.000,0.625,23
18581,2014-09-14,5,M4,28.198328,-97.567800,7,5250,Burst,sss1a,2014,9,X60,16.000,0.625,23
13297,2013-09-03,5,M4,28.220383,-96.687940,13,9750,Corrosion,sss1a,2013,9,X60,16.000,0.625,23
16852,2014-05-21,5,M2,28.211185,-98.121056,13,13000,Leak,sss1a,2014,5,X60,16.000,0.625,23
18610,2014-09-17,5,M2,28.208378,-99.892400,13,13000,Burst,sss1a,2014,9,X60,16.000,0.625,23
11729,2013-05-16,5,M2,28.194654,-97.975395,13,13000,Corrosion,sss1a,2013,5,X60,16.000,0.625,23
4000,2011-10-16,5,M2,28.220818,-98.303960,26,26000,Damaged Coating,sss1a,2011,10,X60,16.000,0.625,23
23354,2015-08-30,5,M4,28.206560,-96.623410,16,12000,Leak,sss1a,2015,8,X60,16.000,0.625,23
23230,2015-08-22,5,M2,28.202839,-99.007400,12,12000,Leak,sss1a,2015,8,X60,16.000,0.625,23
19623,2014-11-28,5,M2,28.200855,-96.719475,12,12000,Damaged Coating,sss1a,2014,11,X60,16.000,0.625,23
4349,2011-11-13,5,M4,28.193384,-98.006805,16,12000,Leak,sss1a,2011,11,X60,16.000,0.625,23
17884,2014-07-28,163,M4,34.061977,-99.300010,15,11250,Corrosion,sms2b,2014,7,X42,16.000,0.625,19
21448,2015-04-21,163,M4,34.061497,-97.499310,15,11250,Corrosion,sms2b,2015,4,X42,16.000,0.625,19
2859,2011-07-25,163,M4,34.065342,-99.032050,21,15750,Corrosion,sms2b,2011,7,X42,16.000,0.625,19
18455,2014-09-05,163,M2,34.037186,-96.955510,2,2000,Joint Failure,sms2b,2014,9,X42,16.000,0.625,19
3339,2011-08-26,163,M2,34.046005,-97.777840,7,7000,Joint Failure,sms2b,2011,8,X42,16.000,0.625,19
12444,2013-07-04,163,M4,34.067097,-97.407684,25,18750,Damaged Coating,sms2b,2013,7,X42,16.000,0.625,19
27772,2016-07-20,163,M2,34.064400,-96.364680,9,9000,Damaged Coating,sms2b,2016,7,X42,16.000,0.625,19
6989,2012-05-30,163,M4,34.063446,-97.936220,12,9000,Corrosion,sms2b,2012,5,X42,16.000,0.625,19
6829,2012-05-18,163,M4,34.035282,-97.467030,12,9000,Corrosion,sms2b,2012,5,X42,16.000,0.625,19
3168,2011-08-16,163,M4,34.058880,-96.303566,11,8250,Leak,sms2b,2011,8,X42,16.000,0.625,19
3798,2011-09-28,163,M2,34.044933,-97.372154,24,24000,Damaged Coating,sms2b,2011,9,X42,16.000,0.625,19
13843,2013-10-12,163,M3,34.042645,-99.153530,24,24000,Burst,sms2b,2013,10,X42,16.000,0.625,19
24364,2015-11-11,163,M2,34.057266,-96.280830,20,20000,Damaged Coating,sms2b,2015,11,X42,16.000,0.625,19
1127,2011-03-30,163,M2,34.037083,-98.417564,20,20000,Joint Failure,sms2b,2011,3,X42,16.000,0.625,19
16057,2014-03-30,163,M2,34.046818,-97.829025,8,8000,Joint Failure,sms2b,2014,3,X42,16.000,0.625,19
24430,2015-11-16,163,M2,34.033264,-98.149020,8,8000,Corrosion,sms2b,2015,11,X42,16.000,0.625,19
3275,2011-08-23,163,M4,34.031036,-98.837524,24,18000,Burst,sms2b,2011,8,X42,16.000,0.625,19
27380,2016-06-23,163,M2,34.044525,-98.130250,11,11000,Joint Failure,sms2b,2016,6,X42,16.000,0.625,19
18413,2014-09-02,163,M4,34.038820,-97.476560,26,19500,Damaged Coating,sms2b,2014,9,X42,16.000,0.625,19
14648,2013-12-08,163,M2,34.042103,-99.824190,6,6000,Leak,sms2b,2013,12,X42,16.000,0.625,19
26583,2016-04-30,163,M2,34.067272,-95.810165,12,12000,Corrosion,sms2b,2016,4,X42,16.000,0.625,19
28394,2016-09-03,163,M4,34.055378,-97.439030,16,12000,Damaged Coating,sms2b,2016,9,X42,16.000,0.625,19
7555,2012-07-08,163,M2,34.048634,-99.363090,12,12000,Damaged Coating,sms2b,2012,7,X42,16.000,0.625,19
22012,2015-05-29,163,M4,34.034958,-98.848460,16,12000,Leak,sms2b,2015,5,X42,16.000,0.625,19
2770,2011-07-20,163,M4,34.049200,-98.281260,30,22500,Corrosion,sms2b,2011,7,X42,16.000,0.625,19
12508,2013-07-09,163,M4,34.036892,-98.582850,7,5250,Damaged Coating,sms2b,2013,7,X42,16.000,0.625,19
22687,2015-07-14,163,M4,34.061800,-98.645294,13,9750,Corrosion,sms2b,2015,7,X42,16.000,0.625,19
13908,2013-10-16,163,M4,34.055050,-98.585930,17,12750,Corrosion,sms2b,2013,10,X42,16.000,0.625,19
12164,2013-06-17,163,M4,34.056550,-96.674560,20,15000,Leak,sms2b,2013,6,X42,16.000,0.625,19
11233,2013-04-10,163,M2,34.052696,-99.634540,15,15000,Leak,sms2b,2013,4,X42,16.000,0.625,19
1176,2011-04-03,163,M3,34.051680,-97.497444,15,15000,Burst,sms2b,2011,4,X42,16.000,0.625,19
29295,2016-11-08,163,M3,34.048885,-98.409600,15,15000,Corrosion,sms2b,2016,11,X42,16.000,0.625,19
1530,2011-04-30,163,M3,34.033722,-97.012550,15,15000,Leak,sms2b,2011,4,X42,16.000,0.625,19
14961,2014-01-05,163,M2,34.052570,-95.563270,1,1000,Corrosion,sms2b,2014,1,X42,16.000,0.625,19
20074,2014-12-31,163,M2,34.047436,-97.484406,1,1000,Damaged Coating,sms2b,2014,12,X42,16.000,0.625,19
22558,2015-07-04,163,M3,34.033650,-99.650820,1,1000,Joint Failure,sms2b,2015,7,X42,16.000,0.625,19
27334,2016-06-20,163,M3,34.056660,-98.399040,21,21000,Burst,sms2b,2016,6,X42,16.000,0.625,19
26842,2016-05-16,163,M2,34.031040,-98.657540,21,21000,Damaged Coating,sms2b,2016,5,X42,16.000,0.625,19
6496,2012-04-26,163,M4,34.031690,-95.653854,27,20250,Leak,sms2b,2012,4,X42,16.000,0.625,19
25534,2016-02-13,191,M2,35.101116,-98.756880,10,10000,Corrosion,sms2b,2016,2,X46,14.000,0.375,16
22340,2015-06-21,191,M2,35.087315,-96.130940,20,20000,Burst,sms2b,2015,6,X46,14.000,0.375,16
22591,2015-07-06,191,M4,35.080727,-99.365200,21,15750,Corrosion,sms2b,2015,7,X46,14.000,0.375,16
2281,2011-06-19,191,M2,35.083298,-96.580420,2,2000,Leak,sms2b,2011,6,X46,14.000,0.375,16
27753,2016-07-20,191,M2,35.071037,-98.344630,2,2000,Damaged Coating,sms2b,2016,7,X46,14.000,0.375,16
26523,2016-04-26,191,M2,35.082397,-99.883070,7,7000,Burst,sms2b,2016,4,X46,14.000,0.375,16
24221,2015-10-30,191,M2,35.080383,-96.784550,19,19000,Leak,sms2b,2015,10,X46,14.000,0.375,16
2202,2011-06-14,191,M2,35.090150,-99.621920,9,9000,Leak,sms2b,2011,6,X46,14.000,0.375,16
13781,2013-10-08,191,M4,35.086876,-97.114170,18,13500,Corrosion,sms2b,2013,10,X46,14.000,0.375,16
29133,2016-10-24,191,M4,35.079407,-97.846790,18,13500,Damaged Coating,sms2b,2016,10,X46,14.000,0.375,16
19180,2014-10-25,191,M2,35.090170,-99.069780,16,16000,Damaged Coating,sms2b,2014,10,X46,14.000,0.375,16
5196,2012-01-21,191,M4,35.098140,-99.826430,10,7500,Burst,sms2b,2012,1,X46,14.000,0.375,16
2982,2011-08-03,191,M4,35.071594,-97.682120,10,7500,Burst,sms2b,2011,8,X46,14.000,0.375,16
8718,2012-09-26,191,M2,35.097150,-98.751945,11,11000,Leak,sms2b,2012,9,X46,14.000,0.375,16
7835,2012-07-27,191,M2,35.071102,-98.454940,11,11000,Leak,sms2b,2012,7,X46,14.000,0.375,16
16809,2014-05-18,191,M2,35.101920,-97.449680,6,6000,Leak,sms2b,2014,5,X46,14.000,0.375,16
20341,2015-01-23,191,M2,35.099457,-97.170580,17,17000,Corrosion,sms2b,2015,1,X46,14.000,0.375,16
26651,2016-05-04,191,M2,35.083603,-97.536460,17,17000,Damaged Coating,sms2b,2016,5,X46,14.000,0.375,16
5475,2012-02-10,191,M2,35.090054,-99.470760,4,4000,Leak,sms2b,2012,2,X46,14.000,0.375,16
6051,2012-03-24,191,M2,35.073475,-97.818170,4,4000,Burst,sms2b,2012,3,X46,14.000,0.375,16
28074,2016-08-12,191,M4,35.076740,-99.401840,23,17250,Corrosion,sms2b,2016,8,X46,14.000,0.375,16
28143,2016-08-17,191,M4,35.100643,-99.222680,9,6750,Damaged Coating,sms2b,2016,8,X46,14.000,0.375,16
11508,2013-04-29,191,M2,35.087734,-96.075300,14,14000,Leak,sms2b,2013,4,X46,14.000,0.375,16
6675,2012-05-08,191,M2,35.086132,-97.299250,13,13000,Corrosion,sms2b,2012,5,X46,14.000,0.375,16
27560,2016-07-05,191,M4,35.090687,-98.462875,13,9750,Leak,sms2b,2016,7,X46,14.000,0.375,16
12692,2013-07-20,191,M4,35.078680,-97.281690,13,9750,Leak,sms2b,2013,7,X46,14.000,0.375,16
15382,2014-02-11,191,M1,35.079933,-96.348560,30,45000,Leak,sms2b,2014,2,X46,14.000,0.375,16
7288,2012-06-21,191,M2,35.097570,-98.975760,15,15000,Corrosion,sms2b,2012,6,X46,14.000,0.375,16
7578,2012-07-09,191,M3,35.082787,-97.331750,15,15000,Leak,sms2b,2012,7,X46,14.000,0.375,16
22406,2015-06-25,191,M2,35.099300,-98.105950,1,1000,Damaged Coating,sms2b,2015,6,X46,14.000,0.375,16
2553,2011-07-06,191,M2,35.098988,-97.852760,1,1000,Joint Failure,sms2b,2011,7,X46,14.000,0.375,16
28466,2016-09-09,268,M3,37.918682,-96.095140,10,10000,Leak,sms2b,2016,9,X42,14.000,0.375,16
74,2011-01-07,268,M2,37.916367,-98.592476,20,20000,Corrosion,sms2b,2011,1,X42,14.000,0.375,16
20987,2015-03-16,268,M4,37.940100,-96.183430,14,10500,Leak,sms2b,2015,3,X42,14.000,0.375,16
3040,2011-08-07,268,M3,37.941856,-98.592140,8,8000,Joint Failure,sms2b,2011,8,X42,14.000,0.375,16
25706,2016-02-25,268,M2,37.931145,-99.772545,8,8000,Leak,sms2b,2016,2,X42,14.000,0.375,16
